City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,ribeira grande,38.5167,-28.7,15.43,88,20,6.17,PT,1678692379
294,boguchany,58.3814,97.4531,-5.51,79,100,6.24,RU,1678692380
295,ballina,-28.8667,153.5667,24.32,97,85,6.32,AU,1678692380
296,anadyr,64.75,177.4833,-12.72,72,75,7.0,RU,1678692338
297,corat,40.5725,49.7064,14.05,62,92,4.6,AZ,1678692380
298,kermanshah,34.3142,47.065,12.27,26,75,4.12,IR,1678691817
299,tura,25.5198,90.2201,34.48,13,0,2.67,IN,1678692380
300,bambanglipuro,-7.95,110.2833,29.53,60,14,4.15,ID,1678692380
301,atyrau,47.1167,51.8833,13.01,62,40,12.0,KZ,1678692228
302,samana,19.2056,-69.3369,20.93,90,4,1.61,DO,1678692380
303,erzin,36.9559,36.2,15.72,69,100,2.65,TR,1678692381
304,rantauprapat,2.1,99.8333,27.94,84,88,0.6,ID,1678692381
305,ahipara,-35.1667,173.1667,18.85,88,100,3.7,NZ,1678692381
306,qaqortoq,60.7167,-46.0333,-11.85,76,11,3.64,GL,1678692381
307,ramanuj ganj,23.8,83.7,33.99,12,100,3.44,IN,1678692381
308,verin,41.9415,-7.4381,13.65,93,100,1.95,ES,1678692381
309,san policarpo,12.1791,125.5072,27.11,69,13,6.07,PH,1678692381
310,juruti,-2.1522,-56.0922,22.59,95,100,0.65,BR,1678692382
311,oytal,42.9057,73.2697,11.1,74,70,3.35,KZ,1678692382
312,dunedin,-45.8742,170.5036,12.46,61,50,7.44,NZ,1678692382
313,egvekinot,66.3167,-179.1667,-23.49,99,100,1.68,RU,1678692382
314,mahajanga,-15.7167,46.3167,30.01,66,20,5.14,MG,1678692382
315,livingstone,-17.8419,25.8543,24.66,59,36,5.74,ZM,1678692151
316,sovetskiy,61.3614,63.5842,1.28,100,100,6.08,RU,1678692382
317,manaus,-3.1019,-60.025,23.28,94,40,1.03,BR,1678692343
318,buzdyak,54.5833,54.55,3.36,94,100,10.68,RU,1678692382
319,okha,53.5739,142.9478,0.4,94,100,9.04,RU,1678692383
320,aklavik,68.2191,-135.0107,-20.03,92,100,8.29,CA,1678692383
321,carrollton,32.9537,-96.8903,10.26,62,0,5.14,US,1678692302
322,guerrero negro,27.9769,-114.0611,15.23,87,69,6.41,MX,1678692383
323,moorhead,46.8739,-96.7676,-11.02,82,100,6.69,US,1678692383
324,plouzane,48.3833,-4.6167,12.1,87,100,12.35,FR,1678692383
325,xuddur,4.1213,43.8894,30.42,47,81,9.39,SO,1678692383
326,lagoa,39.05,-27.9833,14.76,80,81,8.31,PT,1678692383
327,zhengjiatun,43.5064,123.5064,1.37,14,100,2.62,CN,1678692383
328,andenes,69.3143,16.1194,-2.26,74,0,6.69,NO,1678692383
329,shenjiamen,29.9576,122.298,8.54,54,0,3.99,CN,1678692383
330,khani,41.9563,42.9566,7.76,81,100,1.58,GE,1678692384
331,sibolga,1.7427,98.7792,28.22,77,57,1.7,ID,1678692384
332,ust-ishim,57.6935,71.1665,-0.73,75,26,5.27,RU,1678692384
333,nanortalik,60.1432,-45.2371,-5.44,88,19,1.66,GL,1678692384
334,mugur-aksy,50.35,90.5,-4.91,48,2,3.68,RU,1678692384
335,duncan,34.5023,-97.9578,4.94,64,0,4.12,US,1678692384
336,umm kaddadah,13.6017,26.6876,25.64,11,14,8.01,SD,1678692384
337,natal,-5.795,-35.2094,24.36,88,20,2.06,BR,1678692384
338,bemidji,47.4736,-94.8803,-10.13,92,0,1.54,US,1678692384
339,coihaique,-45.5752,-72.0662,9.97,76,40,1.54,CL,1678692384
340,praya,14.9215,-23.5087,23.3,43,20,4.63,CV,1678692108
341,talnakh,69.4865,88.3972,-22.11,93,98,1.8,RU,1678692384
342,kodiak,57.79,-152.4072,-0.27,51,0,4.12,US,1678692385
343,kiama,-34.6833,150.8667,24.65,69,39,1.34,AU,1678692385
344,yeniseysk,58.4497,92.1703,-4.16,84,97,5.75,RU,1678692385
345,suntar,62.1444,117.6319,-6.81,90,100,4.05,RU,1678692385
346,salym,60.0625,71.4789,-0.7,85,100,6.13,RU,1678692385
347,gisborne,-38.6533,178.0042,19.94,71,44,4.89,NZ,1678692385
348,lingyuan,41.24,119.4011,9.72,15,100,5.33,CN,1678692385
349,araouane,18.9048,-3.5265,27.59,13,100,2.69,ML,1678692385
350,tucumcari,35.1717,-103.725,4.41,93,40,2.57,US,1678692385
351,northam,51.0333,-4.2167,11.33,91,100,15.48,GB,1678692385
352,dali,25.7,100.1833,21.53,23,81,1.46,CN,1678692385
353,shahrud,36.4182,54.9763,16.68,25,78,4.38,IR,1678692386
354,sfantu gheorghe,45.8667,25.7833,2.18,49,94,0.33,RO,1678692386
355,avera,33.194,-82.5271,7.73,91,100,3.12,US,1678692386
356,esperance,-33.8667,121.9,23.09,61,100,6.45,AU,1678692386
357,mayakonda,14.2833,76.0833,32.61,19,22,4.94,IN,1678692386
358,puerto escondido,15.85,-97.0667,24.0,86,0,3.33,MX,1678692387
359,tiksi,71.6872,128.8694,-15.69,82,32,5.48,RU,1678692387
360,gusevskiy,55.662,40.5627,-4.78,83,27,4.34,RU,1678692387
361,yatou,37.15,122.3833,7.58,54,35,11.45,CN,1678692387
362,muroto,33.2833,134.15,13.57,47,100,3.52,JP,1678692387
363,wokha,26.1,94.2667,25.67,18,0,2.72,IN,1678692387
364,paris,48.8534,2.3488,13.43,90,100,7.2,FR,1678691845
365,pouebo,-20.4,164.5667,26.3,68,78,2.0,NC,1678692387
366,waterloo,43.4668,-80.5164,-2.42,93,100,2.06,CA,1678692387
367,plettenberg bay,-34.0527,23.3716,22.83,53,0,1.31,ZA,1678692387
368,mineiros,-17.5694,-52.5511,18.35,92,100,1.22,BR,1678692387
369,saint-francois,46.4154,3.9054,12.2,88,0,3.09,FR,1678692388
370,matara,5.9485,80.5353,29.72,65,78,5.81,LK,1678692388
371,yabelo,4.8833,38.0833,22.11,44,83,4.72,ET,1678692388
372,luklukan,14.3254,122.7124,26.1,64,100,6.06,PH,1678692388
373,xining,36.6167,101.7667,12.92,14,0,2.0,CN,1678692388
374,coronado,32.6859,-117.1831,14.79,93,100,3.09,US,1678692388
375,manama,26.2154,50.5832,22.99,64,100,1.54,BH,1678691783
376,vila do maio,15.1333,-23.2167,23.44,80,1,7.12,CV,1678692388
377,creel,27.75,-107.6333,6.84,55,60,0.96,MX,1678692388
378,dombarovskiy,50.7587,59.5386,0.46,100,100,6.55,RU,1678692388
379,winnemucca,40.973,-117.7357,5.03,81,75,5.14,US,1678692388
380,puerto del rosario,28.5004,-13.8627,17.86,72,20,4.63,ES,1678692388
381,roma,43.2128,-75.4557,2.6,78,100,2.06,US,1678691823
382,chapada dos guimaraes,-15.4606,-55.7497,18.81,97,100,1.76,BR,1678692389
383,monduli,-3.3,36.45,21.09,49,100,2.85,TZ,1678692389
384,nola,40.922,14.5329,15.51,65,5,1.0,IT,1678692389
385,kandrian,-6.2167,149.55,28.78,71,57,1.3,PG,1678692389
386,sakakah,29.9697,40.2064,17.76,66,0,3.12,SA,1678692389
387,kloulklubed,7.0419,134.2556,29.28,73,17,3.5,PW,1678692389
388,potchefstroom,-26.7167,27.1,21.76,50,0,3.64,ZA,1678692211
389,kushiro,42.975,144.3747,4.53,100,100,7.72,JP,1678692389
390,general roca,-39.0333,-67.5833,21.22,36,100,4.22,AR,1678692389
391,mogadouro,41.3403,-6.7119,9.03,90,10,3.04,PT,1678692389
392,kieta,-6.2167,155.6333,27.1,83,100,0.6,PG,1678692390
393,coffs harbour,-30.3,153.1333,21.98,88,100,4.12,AU,1678692390
394,samfya,-11.3649,29.5565,21.21,88,100,2.09,ZM,1678692390
395,ati,13.2154,18.3353,26.42,9,100,5.15,TD,1678692390
396,palmerston,-12.486,130.9833,33.35,61,20,5.66,AU,1678692390
397,whitehaven,54.549,-3.5841,8.81,98,100,14.66,GB,1678692325
398,sivaki,52.6333,126.75,-8.31,70,100,2.31,RU,1678692390
399,yulara,-25.2406,130.9889,38.52,10,0,4.87,AU,1678692390
400,svetlyy,54.675,20.1347,-0.02,92,100,7.45,RU,1678692391
401,palauig,15.435,119.9045,26.01,73,68,2.55,PH,1678692391
402,port hedland,-20.3167,118.5667,34.03,62,0,7.72,AU,1678692391
403,dawei,14.0833,98.2,34.72,37,100,2.73,MM,1678692391
404,kisangani,0.5167,25.2,22.68,97,100,0.59,CD,1678692391
405,tongzi,28.7829,105.0877,19.01,44,3,1.82,CN,1678692391
406,aksha,50.2814,113.2867,-1.62,54,99,0.84,RU,1678692391
407,kutum,14.2,24.6667,21.95,15,88,4.54,SD,1678692391
408,krasnoselkup,65.7,82.4667,-12.36,80,99,2.59,RU,1678692391
409,tarko-sale,64.9225,77.785,-4.28,91,100,7.05,RU,1678692391
410,mapiripan,2.8892,-72.1256,21.34,96,85,1.13,CO,1678692392
411,macheng,31.1783,115.0319,18.96,18,0,4.73,CN,1678692392
412,kawalu,-7.3817,108.2082,32.11,37,100,2.32,ID,1678692392
413,nazare,-13.035,-39.0144,22.2,99,72,1.62,BR,1678692392
414,iqaluit,63.7506,-68.5145,-24.06,83,75,1.03,CA,1678692392
415,arlit,18.7369,7.3853,25.95,10,15,1.04,NE,1678692393
416,port shepstone,-30.7414,30.455,23.33,69,0,4.84,ZA,1678692393
417,havre-saint-pierre,50.2334,-63.5986,-5.0,86,0,1.54,CA,1678692393
418,yanam,16.7333,82.2167,34.47,24,5,3.41,IN,1678692393
419,walvis bay,-22.9575,14.5053,16.72,83,92,0.57,NA,1678692393
420,tombouctou,20.0,-3.0,25.61,12,100,4.13,ML,1678692393
421,loa janan,-0.583,117.095,24.64,96,100,1.56,ID,1678692393
422,lata,40.1629,-8.3327,12.26,92,80,2.27,PT,1678692393
423,hurghada,27.2574,33.8129,25.03,34,0,5.41,EG,1678692275
424,nishihara,26.1842,127.7558,17.6,63,75,10.8,JP,1678692393
425,ola,59.5833,151.2833,-6.03,88,100,3.55,RU,1678692393
426,cabanglasan,8.1214,125.3275,25.66,86,97,1.74,PH,1678692393
427,tevriz,57.509,72.4042,-0.85,77,13,4.83,RU,1678692394
428,grand gaube,-20.0064,57.6608,27.22,75,10,2.24,MU,1678692394
429,hirara,24.8,125.2833,18.15,77,75,9.77,JP,1678692394
430,gumla,23.05,84.55,32.79,13,90,1.37,IN,1678692394
431,ilawa,53.596,19.5685,1.19,97,100,5.56,PL,1678692394
432,kindu,-2.95,25.95,23.27,87,100,0.51,CD,1678692394
433,bat khela,34.6167,71.9714,25.46,26,3,1.23,PK,1678692394
434,santa cruz,-17.8,-63.1667,23.7,100,40,3.09,BO,1678692121
435,veinticinco de mayo,-35.4323,-60.1727,22.21,77,0,0.89,AR,1678692394
436,bethel,41.3712,-73.414,4.16,80,100,3.09,US,1678692394
437,yumen,40.2833,97.2,17.22,11,13,10.78,CN,1678692394
438,shingu,33.7333,135.9833,13.7,36,95,3.16,JP,1678692394
439,bull savanna,17.8868,-77.5902,21.43,86,4,2.47,JM,1678692317
440,ribeira brava,32.65,-17.0667,17.62,81,12,0.84,PT,1678692395
441,kathu,7.9178,98.3332,32.9,57,100,3.82,TH,1678692395
442,bendigo,-36.7667,144.2833,27.14,46,0,0.96,AU,1678692395
443,kericho,-0.3677,35.2831,22.83,43,100,1.31,KE,1678692395
444,horuphav,54.9102,9.8987,8.98,93,75,3.6,DK,1678692357
445,vermilion,40.1667,-87.7506,-0.67,72,100,4.12,US,1678692395
446,lufilufi,-13.8745,-171.5986,28.88,71,15,8.53,WS,1678692395
447,arman,59.7,150.1667,-6.1,92,100,3.22,RU,1678692395
448,linxi,39.7,118.4333,17.34,7,76,6.75,CN,1678692395
449,vrangel,42.7297,133.0839,0.04,39,100,8.78,RU,1678692396
450,pasighat,28.0667,95.3333,32.26,20,2,2.42,IN,1678692396
451,kaihua,23.3687,104.28,13.05,60,100,1.46,CN,1678692396
452,phek,25.6667,94.5,26.6,14,0,1.15,IN,1678692396
453,hoskote,13.0669,77.7983,31.01,34,20,4.63,IN,1678692396
454,sola,-13.8833,167.55,27.93,70,93,3.37,VU,1678692396
455,flinders,-34.5833,150.8552,24.54,67,29,2.24,AU,1678692396
456,severo-yeniseyskiy,60.3725,93.0408,-8.88,87,100,6.95,RU,1678692397
457,bertoua,4.5833,13.6833,23.57,73,100,2.23,CM,1678692397
458,mujiayingzi,42.1167,118.7833,11.04,13,97,7.43,CN,1678692397
459,portland,45.5234,-122.6762,11.0,93,100,6.17,US,1678692216
460,akyab,20.15,92.9,30.48,43,0,4.2,MM,1678692268
461,port augusta,-32.5,137.7667,28.19,23,100,5.43,AU,1678692397
462,kapuskasing,49.4169,-82.4331,-14.95,85,100,5.66,CA,1678692397
463,abu dhabi,24.4667,54.3667,26.54,51,100,4.27,AE,1678691698
464,san matias,-16.3667,-58.4,21.74,97,78,2.55,BO,1678692397
465,murdochville,48.9583,-65.5006,-6.51,100,100,1.57,CA,1678692397
466,alofi,-19.0595,-169.9187,23.94,100,100,4.12,NU,1678692397
467,jaroslaw,50.0162,22.6778,4.17,75,100,8.35,PL,1678692397
468,flin flon,54.7682,-101.865,-15.56,99,100,2.34,CA,1678692398
469,ranong,9.9658,98.6348,32.96,54,58,5.91,TH,1678692398
470,iskateley,67.6803,53.1512,1.78,99,100,11.41,RU,1678692398
471,boa vista,2.8197,-60.6733,24.99,69,0,2.06,BR,1678692281
472,kirkcudbright,54.8383,-4.0491,8.97,92,100,12.5,GB,1678692398
473,santa ana,33.7456,-117.8678,14.88,91,100,2.57,US,1678692398
474,jaciara,-15.9653,-54.9683,20.48,94,100,0.96,BR,1678692398
475,florianopolis,-27.6146,-48.5012,22.57,96,75,0.51,BR,1678692106
476,berlevag,70.8578,29.0864,-5.11,79,75,8.75,NO,1678692398
477,pushkinskiye gory,57.0209,28.9103,-5.65,90,91,3.87,RU,1678692398
478,mgachi,51.05,142.2667,2.44,92,100,5.95,RU,1678692399
479,yar-sale,66.8333,70.8333,-5.0,93,100,7.81,RU,1678692399
480,lima,-12.0432,-77.0282,24.39,83,0,4.12,PE,1678691708
481,abha,18.2164,42.5053,13.9,94,40,3.09,SA,1678692399
482,tuatapere,-46.1333,167.6833,11.49,70,65,5.01,NZ,1678692399
483,camabatela,-8.1881,15.375,17.91,97,100,1.16,AO,1678692399
484,aerzen,52.0495,9.2586,12.29,88,100,9.15,DE,1678692399
485,necochea,-38.5473,-58.7368,25.64,54,100,4.61,AR,1678692399
486,dosso,13.049,3.1937,26.65,10,100,3.87,NE,1678692399
487,brigham city,41.5102,-112.0155,1.01,91,0,1.54,US,1678692399
488,umm lajj,25.0213,37.2685,24.84,27,0,1.42,SA,1678692356
489,shonguy,68.7526,33.146,-6.96,86,75,4.0,RU,1678692400
490,mahibadhoo,3.7833,72.9667,28.01,76,56,4.77,MV,1678692400
491,limbe,4.0242,9.2149,27.02,79,88,0.72,CM,1678692400
492,skibotn,69.3913,20.2679,-8.82,82,6,3.22,NO,1678692400
493,darhan,49.4867,105.9228,-1.39,90,100,8.09,MN,1678692400
494,hobyo,5.3505,48.5268,29.06,58,75,7.26,SO,1678692400
495,lazaro cardenas,17.9583,-102.2,21.91,89,80,1.44,MX,1678692400
496,sept-iles,50.2001,-66.3821,-4.0,96,100,1.54,CA,1678692400
497,grindavik,63.8424,-22.4338,-7.74,57,40,8.23,IS,1678692400
498,basco,20.4487,121.9702,22.3,77,79,12.64,PH,1678692400
499,golden,39.7555,-105.2211,0.63,72,0,2.57,US,1678692401
500,kailua,21.4022,-157.7394,24.99,82,20,2.68,US,1678692401
501,luwuk,-0.9516,122.7875,25.43,92,97,0.04,ID,1678692401
502,rocha,-34.4833,-54.3333,20.27,97,100,3.38,UY,1678692401
503,vra,57.3476,9.9515,3.84,99,100,6.6,DK,1678692401
504,tarnos,43.5417,-1.4628,19.17,59,0,4.63,FR,1678692401
505,linjiang,41.8069,126.9078,1.28,19,100,3.4,CN,1678692401
506,port hardy,50.6996,-127.4199,5.0,93,100,3.6,CA,1678692401
507,lawrenceburg,38.0373,-84.8966,3.73,94,100,1.54,US,1678692401
508,ocho rios,18.4025,-77.1048,19.89,83,4,1.55,JM,1678692401
509,yantal,56.8471,105.2542,-5.97,88,100,5.89,RU,1678692402
510,aguascalientes,21.8833,-102.3,13.97,38,0,7.2,MX,1678692402
511,singkang,2.1006,102.7994,30.14,56,99,4.56,MY,1678692402
512,inverell,-29.7833,151.1167,28.7,53,39,1.79,AU,1678692402
513,comodoro rivadavia,-45.8667,-67.5,13.92,44,0,10.8,AR,1678692402
514,lukovetskiy,64.2956,41.9211,-5.79,94,100,4.85,RU,1678692402
515,ducheng,23.2373,111.5317,27.05,21,100,2.08,CN,1678692402
516,dabat,12.9842,37.765,18.23,26,89,2.15,ET,1678692402
517,acarau,-2.8856,-40.12,25.03,88,71,3.01,BR,1678692402
518,bilma,18.6853,12.9164,24.61,15,100,4.43,NE,1678692402
519,biak,-0.9131,122.8766,24.2,91,97,0.27,ID,1678692402
520,asau,46.4333,26.4,0.71,48,94,2.45,RO,1678692402
521,nanzhou,29.3596,112.4024,20.29,13,0,4.28,CN,1678692403
522,leningradskiy,69.3833,178.4167,-16.98,96,100,2.0,RU,1678692403
523,pathanamthitta,9.2667,76.7833,38.0,23,74,1.48,IN,1678692403
524,iranduba,-3.2847,-60.1861,23.18,98,100,0.97,BR,1678692403
525,punakha,27.5837,89.8598,25.61,28,34,1.96,BT,1678692403
526,ribas do rio pardo,-20.4431,-53.7592,20.46,95,79,1.7,BR,1678692403
527,motygino,58.1831,94.7592,-5.39,86,100,6.4,RU,1678692403
528,severodvinsk,64.5635,39.8302,-5.94,87,100,6.01,RU,1678692173
529,santiago del estero,-27.7951,-64.2615,25.87,49,8,3.17,AR,1678692403
530,oistins,13.0667,-59.5333,25.05,78,20,4.63,BB,1678692404
531,leesburg,39.1157,-77.5636,3.4,96,100,0.0,US,1678692404
532,trairi,-3.2778,-39.2689,24.02,93,25,1.86,BR,1678692404
533,half moon bay,37.4636,-122.4286,14.07,93,100,5.14,US,1678692405
534,bandar-e anzali,37.4727,49.4622,20.06,69,100,3.23,IR,1678692405
535,novaya ladoga,60.1025,32.3019,-6.49,89,67,6.25,RU,1678692405
536,mitsamiouli,-11.3847,43.2844,28.21,64,100,2.02,KM,1678692405
537,vostok,46.4856,135.8833,-7.63,94,100,4.35,RU,1678692405
538,otane,-39.8833,176.6333,15.01,89,34,4.6,NZ,1678692406
539,novokizhinginsk,51.6115,109.5917,0.39,76,100,5.67,RU,1678692406
540,tanah merah,5.8,102.15,33.9,65,86,3.78,MY,1678692406
541,talawakele,6.9371,80.6581,22.3,76,100,0.62,LK,1678692406
542,kaliua,-5.0606,31.7936,19.56,94,100,2.1,TZ,1678692406
543,vila franca do campo,37.7167,-25.4333,15.23,86,17,3.63,PT,1678692406
544,tual,-5.6667,132.75,28.2,67,48,2.5,ID,1678692406
545,concarneau,47.875,-3.9225,12.44,86,8,9.77,FR,1678692406
546,alta floresta,-9.8756,-56.0861,20.55,96,100,1.07,BR,1678692406
547,richards bay,-28.783,32.0377,23.93,75,79,3.59,ZA,1678692127
548,hojai,26.0,92.8667,34.95,16,0,0.35,IN,1678692407
549,mahon,39.8885,4.2658,14.31,100,20,2.06,ES,1678692407
550,brest,52.1,23.7,0.98,80,100,3.0,BY,1678692251
551,faya,18.3851,42.4509,14.06,78,81,3.99,SA,1678692407
552,goderich,43.7501,-81.7165,-2.27,100,99,1.54,CA,1678692407
553,tagusao,9.1924,117.8141,27.45,58,76,4.23,PH,1678692407
554,namatanai,-3.6667,152.4333,28.12,76,100,2.24,PG,1678692407
555,les cayes,18.2,-73.75,21.93,85,2,1.31,HT,1678692407
556,merauke,-8.4667,140.3333,28.68,74,80,3.58,ID,1678692407
557,pontianak,-0.0333,109.3333,24.99,94,75,6.17,ID,1678692407
558,lakatoro,-16.0999,167.4164,24.47,84,100,3.04,VU,1678692408
559,sioux lookout,50.1001,-91.917,-15.96,78,0,1.03,CA,1678692408
560,husavik,66.0449,-17.3389,-7.2,85,100,9.33,IS,1678692408
561,rodrigues alves,-7.738,-72.6509,21.55,100,100,0.54,BR,1678692408
562,shitanjing,39.2342,106.3439,15.5,12,8,8.17,CN,1678692408
563,sur,22.5667,59.5289,29.86,34,67,1.63,OM,1678692408
564,wuzhou,23.4833,111.3167,26.48,19,100,2.16,CN,1678692408
565,hernani,43.2662,-1.9762,19.23,68,0,5.36,ES,1678692300
566,jatiroto,-7.8833,111.1167,30.7,51,9,3.57,ID,1678692408
567,fare,-16.7,-151.0167,27.53,74,72,5.66,PF,1678692409
568,conde,-7.2597,-34.9075,24.7,88,0,0.51,BR,1678692409
569,paraiso,9.8383,-83.8656,17.45,100,29,0.88,CR,1678692409
570,mallaig,54.2169,-111.3685,-14.12,100,90,2.33,CA,1678692409
571,pedernales,18.0384,-71.744,23.35,73,6,1.68,DO,1678692409
572,souillac,-20.5167,57.5167,27.21,74,75,1.03,MU,1678692409
573,neiafu,-18.65,-173.9833,27.5,77,85,3.6,TO,1678692409
574,ikom,5.9667,8.7063,26.8,77,25,1.21,NG,1678692409
575,lorengau,-2.0226,147.2712,28.28,75,100,1.35,PG,1678692409
576,balkhash,46.844,74.9804,1.34,64,0,10.0,KZ,1678692409
577,leh,34.1667,77.5833,-1.49,66,38,1.61,IN,1678692409
578,shaunavon,49.6501,-108.4181,-14.12,95,88,6.81,CA,1678692410
579,geraldton,-28.7667,114.6,27.23,54,9,9.77,AU,1678692410
580,punta alta,-38.8759,-62.0736,23.87,66,100,3.21,AR,1678692410
581,sigayevo,56.4216,53.7757,3.95,90,100,10.1,RU,1678692410
582,umba,66.6871,34.3429,-4.33,81,100,6.64,RU,1678692410
583,tabou,4.423,-7.3528,23.39,87,17,0.96,CI,1678692410
584,bengkulu,-3.8004,102.2655,28.42,73,99,2.88,ID,1678692166
585,hambantota,6.1241,81.1185,31.19,70,40,4.12,LK,1678692410
586,mount gambier,-37.8333,140.7667,17.12,64,100,4.27,AU,1678692410
587,emerald,-23.5333,148.1667,27.02,66,95,7.43,AU,1678692410
